GeneID,Gene,Description,CON,H9,H18
322248,smarce1 ,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",3.74,13.37,14.45
322251,rpl7l1 ,ribosomal protein L7-like 1,8.27,27.29,25.42
322527,dpp3 ,dipeptidyl-peptidase 3,3.83,6.49,13.50
322544,dnajc3a ,"DnaJ (Hsp40) homolog, subfamily C, member 3a",2.39,6.46,8.23
322811,atp6v0d1 ,"ATPase, H+ transporting, lysosomal V0 subunit d1",4.90,15.97,18.69
323107,pgam1a ,phosphoglycerate mutase 1a,12.19,62.02,52.27
323201,marcksb ,myristoylated alanine-rich protein kinase C substrate b,1.45,3.00,5.64
323203,snx4 ,sorting nexin 4,1.68,3.63,4.45
323216,lasp1 ,LIM and SH3 protein 1,7.05,25.14,22.20
323301,abcc3 ,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",2.61,6.64,7.02
323424,sult1st1 ,"sulfotransferase family 1, cytosolic sulfotransferase 1",2.64,5.79,6.33
323462,pa2g4b ,"proliferation-associated 2G4, b",8.83,31.40,29.84
323465,vcanb ,versican b,5.24,10.70,16.78
323613,hexa ,hexosaminidase B (beta polypeptide),4.31,10.69,23.22
323621,med24 ,mediator complex subunit 24,1.53,2.97,3.53
323672,naa15a ,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit a",3.75,9.89,8.84
323683,zcchc11 ,"zinc finger, CCHC domain containing 11",1.93,4.53,3.79
323737,slc35b4 ,"solute carrier family 35, member B4",0.71,1.77,2.33
323746,dbr1 ,debranching RNA lariats 1,0.85,2.53,2.44
323883,cul1a ,cullin 1a,2.97,5.63,7.59
323918,stt3b ,"STT3B, subunit of the oligosaccharyltransferase complex (catalytic)",6.69,15.88,20.12
323956,nmt1a ,N-myristoyltransferase 1a,4.81,12.80,17.62
323974,gtf2a1 ,"general transcription factor IIA, 1",1.96,5.21,5.47
324121,snrpa ,small nuclear ribonucleoprotein polypeptide A,3.04,9.67,10.37
324303,slc39a6 ,"solute carrier family 39 (zinc transporter), member 6",0.92,2.76,3.14
324384,syncripl ,"synaptotagmin binding, cytoplasmic RNA interacting protein, like",4.50,21.00,17.77
324431,ilf3a ,interleukin enhancer binding factor 3a,1.96,4.99,5.57
324481,clic1 ,chloride intracellular channel 1,4.54,18.97,16.14
324556,taldo1 ,transaldolase 1,12.34,63.38,55.76
324565,zfyve26 ,"zinc finger, FYVE domain containing 26",1.05,2.47,3.78
324984,txlng ,taxilin gamma,1.16,3.52,2.96
325004,sdcbp ,syndecan binding protein (syntenin) 2,12.43,62.89,67.71
325037,tsr1 ,"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)",3.21,12.83,11.19
325042,tnika ,TRAF2 and NCK interacting kinase a,1.67,3.22,3.91
325284,gspt1l ,"G1 to S phase transition 1, like",9.14,43.08,38.98
325317,calrl2 ,calreticulin,2.61,7.58,6.49
325366,mob3a ,MOB kinase activator 3A,3.28,8.41,7.78
325561,rpn1 ,ribophorin I,5.43,17.07,26.53
325599,lgals3l ,"lectin, galactoside-binding, soluble, 3 (galectin 3)-like",2.50,7.96,7.01
325896,cnp ,"2',3'-cyclic nucleotide 3' phosphodiesterase",4.10,18.70,22.44
327133,hyou1 ,hypoxia up-regulated 1,3.69,23.52,22.53
327284,zgc:92326 ,zgc:92326,2.65,6.79,7.87
327288,cndp2 ,CNDP dipeptidase 2 (metallopeptidase M20 family),4.43,20.99,76.29
327330,psmd7 ,"proteasome 26S subunit, non-ATPase 7",7.15,20.27,25.53
327335,srp72 ,signal recognition particle 72,4.21,10.95,10.51
327336,rbm25 ,RNA binding motif protein 25b,2.86,7.22,8.49
327348,znf710a ,zinc finger protein 710a,1.33,2.06,3.69
327355,ice1 ,KIAA0947-like (H. sapiens),0.55,1.50,1.37
327401,zgc:66448 ,zgc:66448,0.58,1.01,1.47
327556,zgc:63480 ,P450 (cytochrome) oxidoreductase b,4.58,16.28,30.02
334099,naa15b ,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit b",3.27,8.47,7.39
334135,mapre1a ,"microtubule-associated protein, RP/EB family, member 1a",4.76,26.68,24.14
334175,hgs ,hepatocyte growth factor-regulated tyrosine kinase substrate,1.71,6.33,5.26
334202,plk3 ,polo-like kinase 3 (Drosophila),3.15,10.90,9.76
334222,hnrnpa0b ,heterogeneous nuclear ribonucleoprotein A0b,8.88,34.15,31.47
334283,ddx23 ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,1.88,4.23,4.72
334292,asun ,"asunder, spermatogenesis regulator homolog (Drosphila)",0.91,2.37,2.54
334380,zmpste24 ,"zinc metallopeptidase, STE24 homolog",3.40,8.14,9.10
334393,iars ,isoleucyl-tRNA synthetase,5.03,18.79,15.67
334466,atp13a ,ATPase type 13A1,2.30,8.98,8.86
334527,cap1 ,"CAP, adenylate cyclase-associated protein 1 (yeast)",6.69,33.53,50.44
334627,ubr5 ,ubiquitin protein ligase E3 component n-recognin 5,4.49,12.86,11.30
334632,ap2b1 ,"adaptor-related protein complex 2, beta 1 subunit",4.23,10.98,11.47
334749,seh1l ,SEH1-like (S. cerevisiae),1.73,4.28,3.99
335110,dync1h1 ,"dynein, cytoplasmic 1, heavy chain 1",10.72,29.65,43.72
335119,serpinb1l3 ,"serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 3",3.36,9.57,26.44
335195,ywhaqb ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide b",8.98,32.52,28.88
335407,mpeg1.1 ,"macrophage expressed 1, tandem duplicate 1",4.37,8.91,24.29
335474,arpc1b ,"actin related protein 2/3 complex, subunit 1B",12.56,67.84,93.48
335512,g3bp1 ,GTPase activating protein (SH3 domain) binding protein 1,9.96,44.79,34.93
335573,ptpn6 ,"protein tyrosine phosphatase, non-receptor type 6",7.52,24.27,33.58
335865,hspa4a ,heat shock protein 4a,8.59,33.30,26.98
335905,ccdc6a ,coiled-coil domain containing 6a,2.21,6.18,6.23
336381,cotl1 ,coactosin-like F-actin binding protein 1,20.22,104.41,110.49
336504,arpc5a ,"actin related protein 2/3 complex, subunit 5A",3.11,16.62,13.88
336619,eif4bb ,eukaryotic translation initiation factor 4Bb,7.55,25.66,29.34
336632,atg3 ,autophagy related 3,3.22,7.92,9.15
336650,abracl ,ABRA C-terminal like,3.04,11.59,10.36
336786,psmc1a ,"proteasome 26S subunit, ATPase 1a",6.10,11.32,19.94
336789,vmp1 ,vacuole membrane protein 1,9.12,25.35,31.90
336823,drg1 ,developmentally regulated GTP binding protein 1,4.37,13.39,13.46
336844,ncl1 ,nicalin,3.64,11.24,10.69
336923,med14 ,mediator complex subunit 14,1.08,2.67,2.78
336933,rhogb ,ras homolog family member Gb,3.61,18.80,15.29
337046,ranbp1 ,RAN binding protein 1,10.05,44.36,55.36
337068,tbl2 ,transducin (beta)-like 2,1.51,4.59,5.96
337070,rars ,arginyl-tRNA synthetase,2.97,14.80,14.32
337077,sdc3 ,syndecan 3,4.48,8.08,13.22
337131,c1galt1b ,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1b",2.20,5.52,4.70
337223,tuba8l ,"tubulin, alpha 8 like",7.97,70.18,91.14
337572,ctssb.2 ,"cathepsin S, ortholog 2, tandem duplicate 2",7.69,15.47,35.27
337591,fam49ba ,"family with sequence similarity 49, member Ba",3.60,8.23,8.51
337690,pikfyve ,"phosphoinositide kinase, FYVE finger containing",2.13,6.89,7.79
337851,cherp ,calcium homeostasis endoplasmic reticulum protein,2.41,4.47,5.26
338138,copb1 ,"coatomer protein complex, subunit beta 1",6.00,16.52,22.26
338219,rps6ka3a ,"ribosomal protein S6 kinase a, polypeptide 3a",2.58,7.35,5.92
352914,sepn1 ,"selenoprotein N, 1",2.06,8.02,6.85
359839,atp6v1ba ,"ATPase, H+ transporting, lysosomal, V1 subunit B, member a",6.44,34.92,48.41
368229,pmm2 ,phosphomannomutase 2,2.35,7.25,8.11
368253,pinx1 ,"PIN2/TERF1 interacting, telomerase inhibitor 1",2.68,10.11,7.97
368275,ppm1g ,"protein phosphatase, Mg2+/Mn2+ dependent, 1G",2.59,9.23,9.83
368369,pald1a ,"phosphatase domain containing, paladin 1a",5.40,20.76,15.75
368385,atp11c ,"ATPase, Class VI, type 11C",1.96,7.51,9.22
368504,itsn1 ,intersectin 1 (SH3 domain protein),2.92,6.40,6.53
368564,skap2 ,src kinase associated phosphoprotein 2,2.23,9.03,9.57
368704,ctsc ,cathepsin C,11.63,36.42,84.01
368737,pa2g4a ,"proliferation-associated 2G4, a",6.84,24.86,32.36
368752,vat1 ,vesicle amine transport 1,13.43,23.03,63.28
368818,klhl6 ,kelch-like family member 6,0.95,2.02,3.51
368883,rab1a ,"RAB1A, member RAS oncogene family b",4.31,21.08,23.13
368893,acin1a ,apoptotic chromatin condensation inducer 1a,1.81,4.13,4.35
368907,atp6v1c1a ,"ATPase, H+ transporting, lysosomal, V1 subunit C1a",5.54,20.12,17.38
373080,tuba1b ,"tubulin, alpha 1b",4.80,33.81,33.67
373100,ssr1 ,"signal sequence receptor, alpha",7.54,20.69,28.76
373874,ripk2 ,receptor-interacting serine-threonine kinase 2,2.52,8.21,6.71
378453,hnrnpa1b ,heterogeneous nuclear ribonucleoprotein A1b,5.54,12.61,25.43
378724,arf5 ,ADP-ribosylation factor 5,7.47,25.47,26.23
378848,hspa5 ,heat shock protein 5,29.09,156.87,194.28
378969,rab32a ,"RAB32a, member RAS oncogene family",1.74,4.68,4.94
386590,hsp90b1 ,"heat shock protein 90, beta (grp94), member 1",21.17,89.84,100.65
386709,dnajb11 ,"DnaJ (Hsp40) homolog, subfamily B, member 11",3.31,10.92,12.69
386801,agps ,alkylglycerone phosphate synthase,2.21,5.34,6.95
386807,rab5c ,"RAB5C, member RAS oncogene family",5.97,14.98,23.06
386808,aph1b ,APH1B gamma secretase subunit,4.28,8.79,13.96
387526,ca2 ,carbonic anhydrase II,1.57,2.85,5.71
387531,cpvl ,"carboxypeptidase, vitellogenic-like",4.27,8.16,20.55
393125,nup155 ,nucleoporin 155,3.08,6.83,7.44
393161,scpep1 ,serine carboxypeptidase 1,4.62,17.58,34.13
393173,rpap3 ,RNA polymerase II associated protein 3,1.99,4.50,4.66
393228,zgc:55558 ,zgc:55558,2.25,7.52,6.96
393248,sh3bgrl3 ,SH3 domain binding glutamate-rich protein like 3,4.71,9.46,13.63
393274,strap ,serine/threonine kinase receptor associated protein,3.43,9.16,8.26
393337,prelid1a ,PRELI domain containing 1a,5.52,15.71,16.77
393342,zgc:64051 ,zgc:64051,4.76,21.85,29.83
393374,tmed5 ,transmembrane p24 trafficking protein 5,3.59,7.18,9.12
393410,gpsm2 ,G-protein signaling modulator 2,1.34,3.73,4.05
393414,ascc2 ,activating signal cointegrator 1 complex subunit 2,0.86,2.45,2.73
393429,tmem206 ,transmembrane protein 206,1.33,4.21,4.46
393436,aqr ,aquarius intron-binding spliceosomal factor,1.53,4.38,5.51
393467,hnrnpa1a ,heterogeneous nuclear ribonucleoprotein A1a,5.22,11.44,17.33
393476,prpf31 ,PRP31 pre-mRNA processing factor 31 homolog (yeast),1.55,5.49,4.91
393489,zfand2a ,"zinc finger, AN1-type domain 2A",3.61,12.12,11.13
393583,tbc1d5 ,"TBC1 domain family, member 5",2.38,4.01,5.32
393647,dus3l ,dihydrouridine synthase 3-like (S. cerevisiae),1.13,2.33,2.98
393663,ranbp3b ,RAN binding protein 3b,2.29,4.53,4.83
393711,abi1a ,abl-interactor 1a,3.55,9.32,10.45
393745,wars ,tryptophanyl-tRNA synthetase,4.90,15.41,16.44
393811,golga1 ,golgin A1,1.44,3.10,3.47
393840,ctnnbl1 ,"catenin, beta like 1",1.76,4.75,5.16
393893,nudc ,nudC nuclear distribution protein,2.71,10.96,12.38
393894,pitpnb ,"phosphatidylinositol transfer protein, beta",2.88,9.91,9.87
393902,rab7 ,"RAB7, member RAS oncogene family",4.50,9.76,11.58
393920,crnkl1 ,crooked neck pre-mRNA splicing factor 1,1.39,3.23,3.36
393935,atp6v1d ,"ATPase, H+ transporting, lysosomal V1 subunit D",4.12,19.50,34.90
393941,psmc2 ,"proteasome 26S subunit, ATPase 2",8.55,16.79,29.74
393948,gps2 ,G protein pathway suppressor 2,1.14,3.09,3.33
393952,sigmar1 ,sigma non-opioid intracellular receptor 1,2.33,9.02,8.79
393979,snrpe ,small nuclear ribonucleoprotein polypeptide E,7.33,26.00,29.87
394014,wdr1 ,WD repeat domain 1,21.10,86.22,172.72
394021,shmt1 ,serine hydroxymethyltransferase 1 (soluble),1.60,4.21,8.16
394028,prkcsh ,protein kinase C substrate 80K-H,3.57,10.77,17.39
394083,slc33a1 ,"solute carrier family 33 (acetyl-CoA transporter), member 1",1.39,4.54,4.14
394110,atp6v1aa ,"ATPase, H+ transporting, lysosomal, V1 subunit Aa",5.09,23.16,27.56
394111,pelo ,pelota homolog (Drosophila),3.61,10.19,10.86
394113,txnl1 ,thioredoxin-like 1,4.34,11.86,12.58
394132,arhgdig ,Rho GDP dissociation inhibitor (GDI) gamma,6.70,20.21,24.99
394164,edem1 ,"ER degradation enhancer, mannosidase alpha-like 1",2.52,6.19,5.81
399482,arpc5b ,"actin related protein 2/3 complex, subunit 5B",4.10,15.58,30.31
399487,ywhaqa ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide a",3.71,22.05,31.60
402823,bxdc2 ,brix domain containing 2,2.43,9.52,12.19
402834,usp40 ,ubiquitin specific peptidase 40,0.90,1.92,1.99
402838,rnf20 ,"ring finger protein 20, E3 ubiquitin protein ligase",0.84,1.78,2.60
402960,tex264a ,testis expressed 264a,2.18,4.45,7.80
402991,gadd45g ,"growth arrest and DNA-damage-inducible, gamma a",5.80,18.33,18.40
402996,eif4h ,eukaryotic translation initiation factor 4h,4.44,11.96,10.96
402998,plxnd1 ,plexin D1,11.84,26.33,48.19
403020,smarcc1a ,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1a",1.61,4.64,4.03
403025,casc3 ,cancer susceptibility candidate 3,1.52,4.17,3.54
403029,pofut1 ,protein O-fucosyltransferase 1,1.40,2.65,3.47
403034,pdcl3 ,phosducin-like 3,3.10,7.07,8.48
403040,dock8 ,dedicator of cytokinesis 8,2.69,12.50,9.99
403136,tlr8b ,toll-like receptor 8b,0.99,2.82,2.52
404599,leo1 ,"LEO1 homolog, Paf1/RNA polymerase II complex component",1.39,3.23,4.32
405783,ostf1 ,osteoclast stimulating factor 1,4.47,13.60,15.11
405809,lgals3bpb ,"lectin, galactoside-binding, soluble, 3 binding protein b",9.13,33.09,30.24
405821,rab5b ,"RAB5B, member RAS oncogene family",1.04,2.90,3.81
405823,cacybp ,calcyclin binding protein,2.37,6.48,9.63
405835,srsf9 ,serine/arginine-rich splicing factor 9,1.90,5.38,4.71
405899,dip2ba ,disco-interacting protein 2 homolog Ba,2.80,11.30,11.93
406249,ddx39b ,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39Ab,6.88,33.89,50.76
406270,acbd3 ,acyl-Coenzyme A binding domain containing 3,3.22,5.79,9.72
406277,rbm4.3 ,RNA binding motif protein 4.3,3.37,14.08,12.61
406287,slc37a2 ,"solute carrier family 37 (glucose-6-phosphate transporter), member 2",4.48,13.52,24.45
406289,txndc5 ,thioredoxin domain containing 5,3.30,6.09,9.27
406344,tram2 ,translocation associated membrane protein 2,1.29,3.39,4.81
406361,dok1b ,docking protein 1b,1.93,4.85,3.97
406367,gapdhs ,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",45.67,327.15,331.32
406369,prpsap2 ,phosphoribosyl pyrophosphate synthetase-associated protein 2,3.14,8.98,8.18
406376,rtcb ,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",2.36,10.35,11.74
406383,cmpk ,cytidylate kinase,5.78,14.78,16.99
406431,prrx1a ,paired related homeobox 1a,1.82,7.47,8.48
406445,psma8 ,"proteasome (prosome, macropain) subunit, alpha type, 8",11.63,32.49,59.92
406447,hmga1a ,high mobility group AT-hook 1a,7.67,28.51,31.49
406457,rcc1 ,regulator of chromosome condensation 1,2.45,9.17,7.27
406467,abcf1 ,"ATP-binding cassette, sub-family F (GCN20), member 1",3.36,15.12,12.83
406478,znf207a ,"zinc finger protein 207, a",2.35,8.14,7.83
406495,rbm22 ,RNA binding motif protein 22,2.25,3.69,5.87
406508,usp33 ,ubiquitin specific peptidase 33,2.60,6.03,7.29
406517,ilf2 ,interleukin enhancer binding factor 2,7.75,30.98,40.56
406569,rbfox2 ,"RNA binding protein, fox-1 homolog (C. elegans) 2",0.95,1.66,2.92
406625,lgmn ,legumain,21.33,238.35,622.35
406641,cyp20a1 ,"cytochrome P450, family 20, subfamily A, polypeptide 1",2.27,5.08,5.76
406643,naa10 ,"N(alpha)-acetyltransferase 10, NatA catalytic subunit",3.64,11.47,9.68
406645,ctsba ,cathepsin Ba,19.19,167.44,849.60
406669,pdcd6ip ,programmed cell death 6 interacting protein,6.77,19.52,25.87
406672,uba2 ,ubiquitin-like modifier activating enzyme 2,2.02,5.33,5.16
406683,zgc:56304 ,zgc:56304,3.57,9.36,10.24
406684,vps26b ,VPS26 retromer complex component B,1.81,5.76,4.91
406687,scamp2 ,secretory carrier membrane protein 2,2.75,10.66,11.79
406704,spg21 ,"spastic paraplegia 21 (autosomal recessive, Mast syndrome)",2.76,8.40,10.87
406757,canx ,calnexin,6.82,36.54,46.51
406758,prpf4bb ,pre-mRNA processing factor 4Bb,1.83,4.73,3.92
406762,pgd ,phosphogluconate dehydrogenase,4.81,28.54,21.50
406766,chmp4b ,charged multivesicular body protein 4Bb,3.63,12.05,10.78
406773,ppig ,peptidylprolyl isomerase G (cyclophilin G),1.12,2.87,2.54
406788,cnot8 ,"CCR4-NOT transcription complex, subunit 8",2.14,6.17,5.72
406797,snx5 ,sorting nexin 5,3.96,16.85,14.74
406799,sdr16c5b ,"short chain dehydrogenase/reductase family 16C, member 5b",2.97,8.02,11.13
406820,actr2a ,ARP2 actin-related protein 2a homolog (yeast),8.00,44.00,50.02
406852,nup133 ,nucleoporin 133,1.40,4.58,6.76
407086,junba ,jun B proto-oncogene a,5.65,28.80,20.95
407633,prrc2c ,proline-rich coiled-coil 2C,2.23,7.90,7.43
407638,dctn1a ,dynactin 1a,2.75,4.78,8.87
407673,rpia ,ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase),1.56,5.69,6.09
407684,vps25 ,vacuolar protein sorting 25 homolog (S. cerevisiae),4.43,11.51,13.69
407708,lmf2b ,lipase maturation factor 2b,1.49,4.89,6.67
407981,epb41l3b ,erythrocyte membrane protein band 4.1-like 3b,9.44,22.31,84.21
415101,rel ,v-rel avian reticuloendotheliosis viral oncogene homolog,2.01,4.89,5.70
415148,sae1 ,SUMO1 activating enzyme subunit 1,1.30,3.14,5.85
415151,rac2 ,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",4.11,29.68,24.47
415155,ppid ,peptidylprolyl isomerase D,2.65,5.02,7.26
415176,nudt5 ,nudix (nucleoside diphosphate linked moiety X)-type motif 5,1.80,3.98,4.46
415181,psmc1b ,"proteasome 26S subunit, ATPase 1b",5.01,8.54,15.75
415185,mapk11 ,mitogen-activated protein kinase 11,1.65,4.70,4.16
415195,cdk5rap3 ,CDK5 regulatory subunit associated protein 3,2.32,4.23,6.07
415204,arpc3 ,"actin related protein 2/3 complex, subunit 3",16.32,54.99,81.86
415220,mpdu1b ,mannose-P-dolichol utilization defect 1b,2.23,5.02,7.26
415227,ptges3b ,prostaglandin E synthase 3b (cytosolic),6.82,29.35,40.86
415244,ap3m2 ,"adaptor-related protein complex 3, mu 2 subunit",1.22,3.49,3.64
431776,snx7 ,sorting nexin 7,2.45,3.85,6.76
432372,cpsf1 ,cleavage and polyadenylation specific factor 1,1.57,4.33,5.28
436587,ltv1 ,LTV1 ribosome biogenesis factor,2.16,7.97,6.68
436614,narf ,nuclear prelamin A recognition factor,1.49,5.90,4.86
436615,gbp1 ,guanylate binding protein 1,1.72,4.99,10.09
436628,zgc:92139 ,zgc:92139,5.22,12.81,14.33
436643,tsr3 ,"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)",0.96,2.19,2.70
436653,clptm1l ,CLPTM1-like,2.87,6.13,7.60
436694,commd2 ,COMM domain containing 2,2.54,5.92,7.65
436734,txn ,thioredoxin,10.26,48.06,72.25
436799,atp6v1f ,"ATPase, H+ transporting, lysosomal, V1 subunit F",4.66,9.93,14.77
436807,nop16 ,NOP16 nucleolar protein homolog (yeast),3.19,11.38,8.97
436808,rwdd1 ,RWD domain containing 1,4.26,11.38,11.70
436817,polr2f ,polymerase (RNA) II (DNA directed) polypeptide F,3.59,12.77,12.43
436832,slc35f6 ,"solute carrier family 35, member F6",4.42,21.09,39.78
436845,srprb ,"signal recognition particle receptor, B subunit",3.72,13.00,12.26
436861,sec63 ,"SEC63 homolog, protein translocation regulator",3.52,8.49,8.71
436875,zdhhc7 ,"zinc finger, DHHC-type containing 7",1.44,5.42,4.99
436895,irf8 ,interferon regulatory factor 8,4.74,10.23,13.40
436950,sumo3b ,small ubiquitin-like modifier 3b,2.78,5.40,7.56
436970,denr ,density-regulated protein,3.72,12.33,12.39
436973,faah2a ,fatty acid amide hydrolase 2a,0.90,1.56,2.52
436979,lygl1 ,lysozyme g-like 1,11.21,42.91,42.97
436987,psmg1 ,"proteasome (prosome, macropain) assembly chaperone 1",4.30,11.64,11.08
436992,imp4 ,"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)",2.93,11.39,9.33
437018,impa1 ,inositol(myo)-1(or 4)-monophosphatase 1,1.79,5.89,6.02
437021,tspan36 ,tetraspanin 36,11.39,61.16,71.03
445026,dscr3 ,Down syndrome critical region 3,4.81,8.25,13.51
445115,grwd1 ,glutamate-rich WD repeat containing 1,3.79,17.86,13.99
445151,entpd1 ,ectonucleoside triphosphate diphosphohydrolase 1,6.22,20.54,20.64
445153,itsn2b ,intersectin 2b,2.04,4.11,4.60
445156,tm9sf1 ,transmembrane 9 superfamily member 1,1.41,4.70,5.67
445164,tuba8l3 ,"tubulin, alpha 8 like 3",8.14,21.05,30.26
445172,phpt1 ,phosphohistidine phosphatase 1,1.20,2.58,3.24
445231,nup85 ,nucleoporin 85,1.89,3.79,5.21
445255,ralba ,v-ral simian leukemia viral oncogene homolog Ba (ras related),1.84,6.35,5.48
445283,ciapin1 ,cytokine induced apoptosis inhibitor 1,2.88,10.34,9.55
445305,arpc4l ,"actin related protein 2/3 complex, subunit 4, like",4.50,21.79,32.98
445382,nup205 ,nucleoporin 205,2.51,4.85,6.84
445383,bud31 ,BUD31 homolog (S. cerevisiae),3.76,11.08,13.07
445398,snrnp70 ,small nuclear ribonucleoprotein 70 (U1),2.57,5.38,6.23
445404,snrpf ,small nuclear ribonucleoprotein polypeptide F,3.08,17.10,22.62
445405,sars ,seryl-tRNA synthetase,6.75,28.15,21.78
445487,fuca2 ,"fucosidase, alpha-L- 2, plasma",8.11,17.39,34.71
445488,morc2 ,MORC family CW-type zinc finger 2,1.17,3.25,3.54
445495,tmem144a ,transmembrane protein 144a,1.10,2.16,3.56
445499,tnpo2 ,"transportin 2 (importin 3, karyopherin beta 2b)",7.42,32.41,26.42
446115,nomo ,nodal modulator,2.59,8.89,9.16
447813,pdxdc1 ,pyridoxal-dependent decarboxylase domain containing 1,1.45,2.15,3.09
447815,rimkla ,ribosomal modification protein rimK-like family member A,1.96,5.22,4.31
447841,zgc:92308 ,glycosylated lysosomal membrane protein,2.58,5.48,8.27
447875,smyd5 ,SMYD family member 5,1.51,5.29,6.35
447905,entpd2a.1 ,"ectonucleoside triphosphate diphosphohydrolase 2a, tandem duplicate 1",1.34,3.82,3.42
447922,snrpg ,small nuclear ribonucleoprotein polypeptide G,6.68,25.38,25.35
447938,rassf2a ,Ras association (RalGDS/AF-6) domain family member 2a,2.47,11.58,10.73
447939,fkbp2 ,FK506 binding protein 2,3.20,13.34,17.80
449649,galca ,galactosylceramidase a,1.57,3.18,5.68
449661,tars ,threonyl-tRNA synthetase,4.59,18.99,15.24
449731,im:6912630 ,im:6912630,1.42,2.82,4.83
449803,c1qc ,"complement component 1, q subcomponent, C chain",12.69,35.26,62.27
450022,ctsz ,cathepsin Z,8.47,74.39,254.36
450031,tmem189 ,transmembrane protein 189,4.39,13.55,13.18
